id,name,city_id,match_db_id,upper_name,action
12.19.07,Sei Balai,12.19,1219,SEI BALAI,"insert into region (name, parent, type) values   ('SEI BALAI,'1219','KECAMATAN');"
12.19.08,Laut Tador,12.19,1219,LAUT TADOR,"insert into region (name, parent, type) values   ('LAUT TADOR,'1219','KECAMATAN');"
12.19.09,Lima Puluh Pesisir,12.19,1219,LIMA PULUH PESISIR,"insert into region (name, parent, type) values   ('LIMA PULUH PESISIR,'1219','KECAMATAN');"
12.19.10,Datuk Lima Puluh,12.19,1219,DATUK LIMA PULUH,"insert into region (name, parent, type) values   ('DATUK LIMA PULUH,'1219','KECAMATAN');"
12.19.11,Datuk Tanah Datar,12.19,1219,DATUK TANAH DATAR,"insert into region (name, parent, type) values   ('DATUK TANAH DATAR,'1219','KECAMATAN');"
12.19.12,Nibung Hangus,12.19,1219,NIBUNG HANGUS,"insert into region (name, parent, type) values   ('NIBUNG HANGUS,'1219','KECAMATAN');"
12.20.01,Dolok Sigompulon,12.20,#N/A,,
12.20.02,Dolok,12.20,#N/A,,
12.20.03,Halongonan,12.20,#N/A,,
12.20.04,Padang Bolak,12.20,#N/A,,
12.20.05,Padang Bolak Julu,12.20,#N/A,,
12.20.06,Portibi,12.20,#N/A,,
12.20.07,Batang Onang,12.20,#N/A,,
12.20.08,Simangambat,12.20,#N/A,,
12.20.09,Hulu Sihapas,12.20,#N/A,,
12.20.10,Padang Bolak Tenggara,12.20,#N/A,,
12.20.11,Halongonan Timur,12.20,#N/A,,
12.20.12,Ujung Batu,12.20,#N/A,,
12.21.01,Sosopan,12.21,1221,SOSOPAN,"insert into region (name, parent, type) values   ('SOSOPAN,'1221','KECAMATAN');"
12.21.02,Barumun Tengah,12.21,1221,BARUMUN TENGAH,"insert into region (name, parent, type) values   ('BARUMUN TENGAH,'1221','KECAMATAN');"
12.21.03,Huristak,12.21,1221,HURISTAK,"insert into region (name, parent, type) values   ('HURISTAK,'1221','KECAMATAN');"
12.21.04,Lubuk Barumun,12.21,1221,LUBUK BARUMUN,"insert into region (name, parent, type) values   ('LUBUK BARUMUN,'1221','KECAMATAN');"
12.21.05,Hutaraja Tinggi (Huta Raja Tinggi),12.21,1221,HUTARAJA TINGGI (HUTA RAJA TINGGI),"insert into region (name, parent, type) values   ('HUTARAJA TINGGI (HUTA RAJA TINGGI),'1221','KECAMATAN');"
12.21.06,Ulu Barumun,12.21,1221,ULU BARUMUN,"insert into region (name, parent, type) values   ('ULU BARUMUN,'1221','KECAMATAN');"
12.21.07,Barumun,12.21,1221,BARUMUN,"insert into region (name, parent, type) values   ('BARUMUN,'1221','KECAMATAN');"
12.21.08,Sosa,12.21,1221,SOSA,"insert into region (name, parent, type) values   ('SOSA,'1221','KECAMATAN');"
12.21.09,Batang Lubu Sutam,12.21,1221,BATANG LUBU SUTAM,"insert into region (name, parent, type) values   ('BATANG LUBU SUTAM,'1221','KECAMATAN');"
12.21.10,Barumun Selatan,12.21,1221,BARUMUN SELATAN,"insert into region (name, parent, type) values   ('BARUMUN SELATAN,'1221','KECAMATAN');"
12.21.11,Aek Nabara Barumun,12.21,1221,AEK NABARA BARUMUN,"insert into region (name, parent, type) values   ('AEK NABARA BARUMUN,'1221','KECAMATAN');"
12.21.12,Sihapas Barumun,12.21,1221,SIHAPAS BARUMUN,"insert into region (name, parent, type) values   ('SIHAPAS BARUMUN,'1221','KECAMATAN');"
12.21.13,Barumun Baru,12.21,1221,BARUMUN BARU,"insert into region (name, parent, type) values   ('BARUMUN BARU,'1221','KECAMATAN');"
12.21.14,Ulu Sosa,12.21,1221,ULU SOSA,"insert into region (name, parent, type) values   ('ULU SOSA,'1221','KECAMATAN');"
12.21.15,Sosa Julu,12.21,1221,SOSA JULU,"insert into region (name, parent, type) values   ('SOSA JULU,'1221','KECAMATAN');"
12.21.16,Barumun Barat,12.21,1221,BARUMUN BARAT,"insert into region (name, parent, type) values   ('BARUMUN BARAT,'1221','KECAMATAN');"
12.21.17,Sosa Timur,12.21,1221,SOSA TIMUR,"insert into region (name, parent, type) values   ('SOSA TIMUR,'1221','KECAMATAN');"
12.22.01,Kotapinang (Kota Pinang),12.22,#N/A,,
12.22.02,Kampung Rakyat,12.22,#N/A,,
12.22.03,Torgamba,12.22,#N/A,,
12.22.04,Sungai Kanan (Sei),12.22,#N/A,,
12.22.05,Silangkitang,12.22,#N/A,,
12.23.01,Kualuh Hulu,12.23,#N/A,,
12.23.02,Kualuh Leidong,12.23,#N/A,,
12.23.03,Kualuh Hilir,12.23,#N/A,,
12.23.04,Aek Kuo,12.23,#N/A,,
12.23.05,Marbau,12.23,#N/A,,
12.23.06,Na IX - X (Na IX-X),12.23,#N/A,,
12.23.07,Aek Natas,12.23,#N/A,,
12.23.08,Kualuh Selatan,12.23,#N/A,,
12.24.01,Lotu,12.24,1224,LOTU,"insert into region (name, parent, type) values   ('LOTU,'1224','KECAMATAN');"
12.24.02,Sawo,12.24,1224,SAWO,"insert into region (name, parent, type) values   ('SAWO,'1224','KECAMATAN');"
12.24.03,Tuhemberua,12.24,1224,TUHEMBERUA,"insert into region (name, parent, type) values   ('TUHEMBERUA,'1224','KECAMATAN');"
12.24.04,Sitolu Ori,12.24,1224,SITOLU ORI,"insert into region (name, parent, type) values   ('SITOLU ORI,'1224','KECAMATAN');"
12.24.05,Namohalu Esiwa,12.24,1224,NAMOHALU ESIWA,"insert into region (name, parent, type) values   ('NAMOHALU ESIWA,'1224','KECAMATAN');"
12.24.06,Alasa Talumuzoi,12.24,1224,ALASA TALUMUZOI,"insert into region (name, parent, type) values   ('ALASA TALUMUZOI,'1224','KECAMATAN');"
12.24.07,Alasa,12.24,1224,ALASA,"insert into region (name, parent, type) values   ('ALASA,'1224','KECAMATAN');"
12.24.08,Tugala Oyo,12.24,1224,TUGALA OYO,"insert into region (name, parent, type) values   ('TUGALA OYO,'1224','KECAMATAN');"
12.24.09,Afulu,12.24,1224,AFULU,"insert into region (name, parent, type) values   ('AFULU,'1224','KECAMATAN');"
12.24.10,Lahewa,12.24,1224,LAHEWA,"insert into region (name, parent, type) values   ('LAHEWA,'1224','KECAMATAN');"
12.24.11,Lahewa Timur,12.24,1224,LAHEWA TIMUR,"insert into region (name, parent, type) values   ('LAHEWA TIMUR,'1224','KECAMATAN');"
12.25.01,Lahomi (Gahori),12.25,1225,LAHOMI (GAHORI),"insert into region (name, parent, type) values   ('LAHOMI (GAHORI),'1225','KECAMATAN');"
12.25.02,Sirombu,12.25,1225,SIROMBU,"insert into region (name, parent, type) values   ('SIROMBU,'1225','KECAMATAN');"
12.25.03,Mandrehe Barat,12.25,1225,MANDREHE BARAT,"insert into region (name, parent, type) values   ('MANDREHE BARAT,'1225','KECAMATAN');"
12.25.04,Moro'o,12.25,1225,MORO'O,"insert into region (name, parent, type) values   ('MORO'O,'1225','KECAMATAN');"
12.25.05,Mandrehe,12.25,1225,MANDREHE,"insert into region (name, parent, type) values   ('MANDREHE,'1225','KECAMATAN');"
12.25.06,Mandrehe Utara,12.25,1225,MANDREHE UTARA,"insert into region (name, parent, type) values   ('MANDREHE UTARA,'1225','KECAMATAN');"
12.25.07,Lolofitu Moi,12.25,1225,LOLOFITU MOI,"insert into region (name, parent, type) values   ('LOLOFITU MOI,'1225','KECAMATAN');"
12.25.08,Ulu Moro'o (Ulu Narwo),12.25,1225,ULU MORO'O (ULU NARWO),"insert into region (name, parent, type) values   ('ULU MORO'O (ULU NARWO),'1225','KECAMATAN');"
12.71.01,Medan Kota,12.71,1275,MEDAN KOTA,"insert into region (name, parent, type) values   ('MEDAN KOTA,'1275','KECAMATAN');"
12.71.02,Medan Sunggal,12.71,1275,MEDAN SUNGGAL,"insert into region (name, parent, type) values   ('MEDAN SUNGGAL,'1275','KECAMATAN');"
12.71.03,Medan Helvetia,12.71,1275,MEDAN HELVETIA,"insert into region (name, parent, type) values   ('MEDAN HELVETIA,'1275','KECAMATAN');"
12.71.04,Medan Denai,12.71,1275,MEDAN DENAI,"insert into region (name, parent, type) values   ('MEDAN DENAI,'1275','KECAMATAN');"
12.71.05,Medan Barat,12.71,1275,MEDAN BARAT,"insert into region (name, parent, type) values   ('MEDAN BARAT,'1275','KECAMATAN');"
12.71.06,Medan Deli,12.71,1275,MEDAN DELI,"insert into region (name, parent, type) values   ('MEDAN DELI,'1275','KECAMATAN');"
12.71.07,Medan Tuntungan,12.71,1275,MEDAN TUNTUNGAN,"insert into region (name, parent, type) values   ('MEDAN TUNTUNGAN,'1275','KECAMATAN');"
12.71.08,Medan Belawan (Medan Belawan Kota),12.71,1275,MEDAN BELAWAN (MEDAN BELAWAN KOTA),"insert into region (name, parent, type) values   ('MEDAN BELAWAN (MEDAN BELAWAN KOTA),'1275','KECAMATAN');"
12.71.09,Medan Amplas,12.71,1275,MEDAN AMPLAS,"insert into region (name, parent, type) values   ('MEDAN AMPLAS,'1275','KECAMATAN');"
12.71.10,Medan Area,12.71,1275,MEDAN AREA,"insert into region (name, parent, type) values   ('MEDAN AREA,'1275','KECAMATAN');"
12.71.11,Medan Johor,12.71,1275,MEDAN JOHOR,"insert into region (name, parent, type) values   ('MEDAN JOHOR,'1275','KECAMATAN');"
12.71.12,Medan Marelan,12.71,1275,MEDAN MARELAN,"insert into region (name, parent, type) values   ('MEDAN MARELAN,'1275','KECAMATAN');"
12.71.13,Medan Labuhan,12.71,1275,MEDAN LABUHAN,"insert into region (name, parent, type) values   ('MEDAN LABUHAN,'1275','KECAMATAN');"
12.71.14,Medan Tembung,12.71,1275,MEDAN TEMBUNG,"insert into region (name, parent, type) values   ('MEDAN TEMBUNG,'1275','KECAMATAN');"
12.71.15,Medan Maimun,12.71,1275,MEDAN MAIMUN,"insert into region (name, parent, type) values   ('MEDAN MAIMUN,'1275','KECAMATAN');"
12.71.16,Medan Polonia,12.71,1275,MEDAN POLONIA,"insert into region (name, parent, type) values   ('MEDAN POLONIA,'1275','KECAMATAN');"
12.71.17,Medan Baru,12.71,1275,MEDAN BARU,"insert into region (name, parent, type) values   ('MEDAN BARU,'1275','KECAMATAN');"
12.71.18,Medan Perjuangan,12.71,1275,MEDAN PERJUANGAN,"insert into region (name, parent, type) values   ('MEDAN PERJUANGAN,'1275','KECAMATAN');"
12.71.19,Medan Petisah,12.71,1275,MEDAN PETISAH,"insert into region (name, parent, type) values   ('MEDAN PETISAH,'1275','KECAMATAN');"
12.71.20,Medan Timur,12.71,1275,MEDAN TIMUR,"insert into region (name, parent, type) values   ('MEDAN TIMUR,'1275','KECAMATAN');"
12.71.21,Medan Selayang,12.71,1275,MEDAN SELAYANG,"insert into region (name, parent, type) values   ('MEDAN SELAYANG,'1275','KECAMATAN');"
12.72.01,Siantar Timur,12.72,#N/A,,
12.72.02,Siantar Barat,12.72,#N/A,,
12.72.03,Siantar Utara,12.72,#N/A,,
12.72.04,Siantar Selatan,12.72,#N/A,,
12.72.05,Siantar Marihat,12.72,#N/A,,
12.72.06,Siantar Martoba,12.72,#N/A,,
12.72.07,Siantar Sitalasari,12.72,#N/A,,
12.72.08,Siantar Marimbun,12.72,#N/A,,
12.73.01,Sibolga Utara,12.73,1271,SIBOLGA UTARA,"insert into region (name, parent, type) values   ('SIBOLGA UTARA,'1271','KECAMATAN');"
12.73.02,Sibolga Kota,12.73,1271,SIBOLGA KOTA,"insert into region (name, parent, type) values   ('SIBOLGA KOTA,'1271','KECAMATAN');"
12.73.03,Sibolga Selatan,12.73,1271,SIBOLGA SELATAN,"insert into region (name, parent, type) values   ('SIBOLGA SELATAN,'1271','KECAMATAN');"
12.73.04,Sibolga Sambas,12.73,1271,SIBOLGA SAMBAS,"insert into region (name, parent, type) values   ('SIBOLGA SAMBAS,'1271','KECAMATAN');"
12.74.01,Tanjungbalai Selatan (Tanjung Balai Selatan),12.74,#N/A,,
12.74.02,Tanjungbalai Utara (Tanjung Balai Utara),12.74,#N/A,,
12.74.03,Sei Tualang Raso,12.74,#N/A,,
12.74.04,Teluk Nibung,12.74,#N/A,,
12.74.05,Datuk Bandar,12.74,#N/A,,
12.74.06,Datuk Bandar Timur,12.74,#N/A,,
12.75.01,Binjai Utara,12.75,1276,BINJAI UTARA,"insert into region (name, parent, type) values   ('BINJAI UTARA,'1276','KECAMATAN');"
12.75.02,Binjai Kota,12.75,1276,BINJAI KOTA,"insert into region (name, parent, type) values   ('BINJAI KOTA,'1276','KECAMATAN');"
12.75.03,Binjai Barat,12.75,1276,BINJAI BARAT,"insert into region (name, parent, type) values   ('BINJAI BARAT,'1276','KECAMATAN');"
12.75.04,Binjai Timur,12.75,1276,BINJAI TIMUR,"insert into region (name, parent, type) values   ('BINJAI TIMUR,'1276','KECAMATAN');"
12.75.05,Binjai Selatan,12.75,1276,BINJAI SELATAN,"insert into region (name, parent, type) values   ('BINJAI SELATAN,'1276','KECAMATAN');"
12.76.01,Padang Hulu,12.76,#N/A,,
12.76.02,Rambutan,12.76,#N/A,,
12.76.03,Padang Hilir,12.76,#N/A,,
12.76.04,Bajenis,12.76,#N/A,,
12.76.05,Tebing Tinggi Kota,12.76,#N/A,,
12.77.01,Padangsidimpuan Utara,12.77,1277,PADANGSIDIMPUAN UTARA,"insert into region (name, parent, type) values   ('PADANGSIDIMPUAN UTARA,'1277','KECAMATAN');"
12.77.02,Padangsidimpuan Selatan,12.77,1277,PADANGSIDIMPUAN SELATAN,"insert into region (name, parent, type) values   ('PADANGSIDIMPUAN SELATAN,'1277','KECAMATAN');"
12.77.03,Padangsidimpuan Batunadua,12.77,1277,PADANGSIDIMPUAN BATUNADUA,"insert into region (name, parent, type) values   ('PADANGSIDIMPUAN BATUNADUA,'1277','KECAMATAN');"
12.77.04,Padangsidimpuan Hutaimbaru,12.77,1277,PADANGSIDIMPUAN HUTAIMBARU,"insert into region (name, parent, type) values   ('PADANGSIDIMPUAN HUTAIMBARU,'1277','KECAMATAN');"
12.77.05,Padangsidimpuan Tenggara,12.77,1277,PADANGSIDIMPUAN TENGGARA,"insert into region (name, parent, type) values   ('PADANGSIDIMPUAN TENGGARA,'1277','KECAMATAN');"
12.77.06,Padangsidimpuan Angkola Julu,12.77,1277,PADANGSIDIMPUAN ANGKOLA JULU,"insert into region (name, parent, type) values   ('PADANGSIDIMPUAN ANGKOLA JULU,'1277','KECAMATAN');"
12.78.01,Gunungsitoli,12.78,1278,GUNUNGSITOLI,"insert into region (name, parent, type) values   ('GUNUNGSITOLI,'1278','KECAMATAN');"
12.78.02,Gunungsitoli Selatan,12.78,1278,GUNUNGSITOLI SELATAN,"insert into region (name, parent, type) values   ('GUNUNGSITOLI SELATAN,'1278','KECAMATAN');"
12.78.03,Gunungsitoli Utara,12.78,1278,GUNUNGSITOLI UTARA,"insert into region (name, parent, type) values   ('GUNUNGSITOLI UTARA,'1278','KECAMATAN');"
12.78.04,Gunungsitoli Idanoi,12.78,1278,GUNUNGSITOLI IDANOI,"insert into region (name, parent, type) values   ('GUNUNGSITOLI IDANOI,'1278','KECAMATAN');"
12.78.05,Gunungsitoli Alo'oa,12.78,1278,GUNUNGSITOLI ALO'OA,"insert into region (name, parent, type) values   ('GUNUNGSITOLI ALO'OA,'1278','KECAMATAN');"
12.78.06,Gunungsitoli Barat,12.78,1278,GUNUNGSITOLI BARAT,"insert into region (name, parent, type) values   ('GUNUNGSITOLI BARAT,'1278','KECAMATAN');"
13.01.01,Pancung Soal,13.01,1302,PANCUNG SOAL,"insert into region (name, parent, type) values   ('PANCUNG SOAL,'1302','KECAMATAN');"
13.01.02,Ranah Pesisir,13.01,1302,RANAH PESISIR,"insert into region (name, parent, type) values   ('RANAH PESISIR,'1302','KECAMATAN');"
13.01.03,Lengayang,13.01,1302,LENGAYANG,"insert into region (name, parent, type) values   ('LENGAYANG,'1302','KECAMATAN');"
13.01.04,Batang Kapas,13.01,1302,BATANG KAPAS,"insert into region (name, parent, type) values   ('BATANG KAPAS,'1302','KECAMATAN');"
13.01.05,IV Jurai,13.01,1302,IV JURAI,"insert into region (name, parent, type) values   ('IV JURAI,'1302','KECAMATAN');"
13.01.06,Bayang,13.01,1302,BAYANG,"insert into region (name, parent, type) values   ('BAYANG,'1302','KECAMATAN');"
13.01.07,Koto XI Tarusan,13.01,1302,KOTO XI TARUSAN,"insert into region (name, parent, type) values   ('KOTO XI TARUSAN,'1302','KECAMATAN');"
13.01.08,Sutera,13.01,1302,SUTERA,"insert into region (name, parent, type) values   ('SUTERA,'1302','KECAMATAN');"
13.01.09,Linggo Sari Baganti,13.01,1302,LINGGO SARI BAGANTI,"insert into region (name, parent, type) values   ('LINGGO SARI BAGANTI,'1302','KECAMATAN');"
13.01.10,Lunang,13.01,1302,LUNANG,"insert into region (name, parent, type) values   ('LUNANG,'1302','KECAMATAN');"
13.01.11,Basa Ampek Balai Tapan,13.01,1302,BASA AMPEK BALAI TAPAN,"insert into region (name, parent, type) values   ('BASA AMPEK BALAI TAPAN,'1302','KECAMATAN');"
13.01.12,IV Nagari Bayang Utara,13.01,1302,IV NAGARI BAYANG UTARA,"insert into region (name, parent, type) values   ('IV NAGARI BAYANG UTARA,'1302','KECAMATAN');"
13.01.13,Airpura,13.01,1302,AIRPURA,"insert into region (name, parent, type) values   ('AIRPURA,'1302','KECAMATAN');"
13.01.14,Ranah Ampek Hulu Tapan,13.01,1302,RANAH AMPEK HULU TAPAN,"insert into region (name, parent, type) values   ('RANAH AMPEK HULU TAPAN,'1302','KECAMATAN');"
13.01.15,Silaut,13.01,1302,SILAUT,"insert into region (name, parent, type) values   ('SILAUT,'1302','KECAMATAN');"
13.02.03,Pantai Cermin,13.02,1303,PANTAI CERMIN,"insert into region (name, parent, type) values   ('PANTAI CERMIN,'1303','KECAMATAN');"
13.02.04,Lembah Gumanti,13.02,1303,LEMBAH GUMANTI,"insert into region (name, parent, type) values   ('LEMBAH GUMANTI,'1303','KECAMATAN');"
13.02.05,Payung Sekaki,13.02,1303,PAYUNG SEKAKI,"insert into region (name, parent, type) values   ('PAYUNG SEKAKI,'1303','KECAMATAN');"
13.02.06,Lembang Jaya,13.02,1303,LEMBANG JAYA,"insert into region (name, parent, type) values   ('LEMBANG JAYA,'1303','KECAMATAN');"
13.02.07,Gunung Talang,13.02,1303,GUNUNG TALANG,"insert into region (name, parent, type) values   ('GUNUNG TALANG,'1303','KECAMATAN');"
13.02.08,Bukit Sundi,13.02,1303,BUKIT SUNDI,"insert into region (name, parent, type) values   ('BUKIT SUNDI,'1303','KECAMATAN');"
13.02.09,IX Koto Sungai Lasi,13.02,1303,IX KOTO SUNGAI LASI,"insert into region (name, parent, type) values   ('IX KOTO SUNGAI LASI,'1303','KECAMATAN');"
13.02.10,Kubung,13.02,1303,KUBUNG,"insert into region (name, parent, type) values   ('KUBUNG,'1303','KECAMATAN');"
13.02.11,X Koto Singkarak,13.02,1303,X KOTO SINGKARAK,"insert into region (name, parent, type) values   ('X KOTO SINGKARAK,'1303','KECAMATAN');"
13.02.12,X Koto Diatas,13.02,1303,X KOTO DIATAS,"insert into region (name, parent, type) values   ('X KOTO DIATAS,'1303','KECAMATAN');"
13.02.13,Junjung Sirih,13.02,1303,JUNJUNG SIRIH,"insert into region (name, parent, type) values   ('JUNJUNG SIRIH,'1303','KECAMATAN');"
13.02.17,Hiliran Gumanti,13.02,1303,HILIRAN GUMANTI,"insert into region (name, parent, type) values   ('HILIRAN GUMANTI,'1303','KECAMATAN');"
13.02.18,Tigo Lurah,13.02,1303,TIGO LURAH,"insert into region (name, parent, type) values   ('TIGO LURAH,'1303','KECAMATAN');"
13.02.19,Danau Kembar,13.02,1303,DANAU KEMBAR,"insert into region (name, parent, type) values   ('DANAU KEMBAR,'1303','KECAMATAN');"
13.03.03,Tanjung Gadang,13.03,1304,TANJUNG GADANG,"insert into region (name, parent, type) values   ('TANJUNG GADANG,'1304','KECAMATAN');"
13.03.04,Sijunjung,13.03,1304,SIJUNJUNG,"insert into region (name, parent, type) values   ('SIJUNJUNG,'1304','KECAMATAN');"
13.03.05,IV Nagari,13.03,1304,IV NAGARI,"insert into region (name, parent, type) values   ('IV NAGARI,'1304','KECAMATAN');"
13.03.06,Kamang Baru,13.03,1304,KAMANG BARU,"insert into region (name, parent, type) values   ('KAMANG BARU,'1304','KECAMATAN');"
13.03.07,Lubuak Tarok,13.03,1304,LUBUAK TAROK,"insert into region (name, parent, type) values   ('LUBUAK TAROK,'1304','KECAMATAN');"
13.03.08,Koto VII,13.03,1304,KOTO VII,"insert into region (name, parent, type) values   ('KOTO VII,'1304','KECAMATAN');"
13.03.09,Sumpur Kudus,13.03,1304,SUMPUR KUDUS,"insert into region (name, parent, type) values   ('SUMPUR KUDUS,'1304','KECAMATAN');"
13.03.10,Kupitan,13.03,1304,KUPITAN,"insert into region (name, parent, type) values   ('KUPITAN,'1304','KECAMATAN');"
13.04.01,X Koto (Sepuluh Koto),13.04,1305,X KOTO (SEPULUH KOTO),"insert into region (name, parent, type) values   ('X KOTO (SEPULUH KOTO),'1305','KECAMATAN');"
13.04.02,Batipuh,13.04,1305,BATIPUH,"insert into region (name, parent, type) values   ('BATIPUH,'1305','KECAMATAN');"
13.04.03,Rambatan,13.04,1305,RAMBATAN,"insert into region (name, parent, type) values   ('RAMBATAN,'1305','KECAMATAN');"
13.04.04,Lima Kaum,13.04,1305,LIMA KAUM,"insert into region (name, parent, type) values   ('LIMA KAUM,'1305','KECAMATAN');"
13.04.05,Tanjung Emas,13.04,1305,TANJUNG EMAS,"insert into region (name, parent, type) values   ('TANJUNG EMAS,'1305','KECAMATAN');"
13.04.06,Lintau Buo,13.04,1305,LINTAU BUO,"insert into region (name, parent, type) values   ('LINTAU BUO,'1305','KECAMATAN');"
13.04.07,Sungayang,13.04,1305,SUNGAYANG,"insert into region (name, parent, type) values   ('SUNGAYANG,'1305','KECAMATAN');"
13.04.08,Sungai Tarab,13.04,1305,SUNGAI TARAB,"insert into region (name, parent, type) values   ('SUNGAI TARAB,'1305','KECAMATAN');"
13.04.09,Pariangan,13.04,1305,PARIANGAN,"insert into region (name, parent, type) values   ('PARIANGAN,'1305','KECAMATAN');"
13.04.10,Salimpaung (Salimpauang),13.04,1305,SALIMPAUNG (SALIMPAUANG),"insert into region (name, parent, type) values   ('SALIMPAUNG (SALIMPAUANG),'1305','KECAMATAN');"
13.04.11,Padang Ganting,13.04,1305,PADANG GANTING,"insert into region (name, parent, type) values   ('PADANG GANTING,'1305','KECAMATAN');"
13.04.12,Tanjuang Baru (Tanjung Baru),13.04,1305,TANJUANG BARU (TANJUNG BARU),"insert into region (name, parent, type) values   ('TANJUANG BARU (TANJUNG BARU),'1305','KECAMATAN');"
13.04.13,Lintau Buo Utara,13.04,1305,LINTAU BUO UTARA,"insert into region (name, parent, type) values   ('LINTAU BUO UTARA,'1305','KECAMATAN');"
13.04.14,Batipuah Selatan (Batipuh Selatan),13.04,1305,BATIPUAH SELATAN (BATIPUH SELATAN),"insert into region (name, parent, type) values   ('BATIPUAH SELATAN (BATIPUH SELATAN),'1305','KECAMATAN');"
13.05.01,Lubuk Alung,13.05,1306,LUBUK ALUNG,"insert into region (name, parent, type) values   ('LUBUK ALUNG,'1306','KECAMATAN');"
13.05.02,Batang Anai,13.05,1306,BATANG ANAI,"insert into region (name, parent, type) values   ('BATANG ANAI,'1306','KECAMATAN');"
13.05.03,Nan Sabaris,13.05,1306,NAN SABARIS,"insert into region (name, parent, type) values   ('NAN SABARIS,'1306','KECAMATAN');"
13.05.04,2 x 11 Enam Lingkuang,13.05,1306,2 X 11 ENAM LINGKUANG,"insert into region (name, parent, type) values   ('2 X 11 ENAM LINGKUANG,'1306','KECAMATAN');"
13.05.05,VII Koto Sungai Sarik,13.05,1306,VII KOTO SUNGAI SARIK,"insert into region (name, parent, type) values   ('VII KOTO SUNGAI SARIK,'1306','KECAMATAN');"
13.05.06,V Koto Kampung Dalam,13.05,1306,V KOTO KAMPUNG DALAM,"insert into region (name, parent, type) values   ('V KOTO KAMPUNG DALAM,'1306','KECAMATAN');"
13.05.07,Sungai Garingging,13.05,1306,SUNGAI GARINGGING,"insert into region (name, parent, type) values   ('SUNGAI GARINGGING,'1306','KECAMATAN');"
13.05.08,Sungai Limau,13.05,1306,SUNGAI LIMAU,"insert into region (name, parent, type) values   ('SUNGAI LIMAU,'1306','KECAMATAN');"
13.05.09,IV Koto Aur Malintang,13.05,1306,IV KOTO AUR MALINTANG,"insert into region (name, parent, type) values   ('IV KOTO AUR MALINTANG,'1306','KECAMATAN');"
13.05.10,Ulakan Tapakih,13.05,1306,ULAKAN TAPAKIH,"insert into region (name, parent, type) values   ('ULAKAN TAPAKIH,'1306','KECAMATAN');"
13.05.11,Sintuak Toboh Gadang,13.05,1306,SINTUAK TOBOH GADANG,"insert into region (name, parent, type) values   ('SINTUAK TOBOH GADANG,'1306','KECAMATAN');"
13.05.12,Padang Sago,13.05,1306,PADANG SAGO,"insert into region (name, parent, type) values   ('PADANG SAGO,'1306','KECAMATAN');"
13.05.13,Batang Gasan,13.05,1306,BATANG GASAN,"insert into region (name, parent, type) values   ('BATANG GASAN,'1306','KECAMATAN');"
13.05.14,V Koto Timur,13.05,1306,V KOTO TIMUR,"insert into region (name, parent, type) values   ('V KOTO TIMUR,'1306','KECAMATAN');"
13.05.15,2 x 11 Kayu Tanam,13.05,1306,2 X 11 KAYU TANAM,"insert into region (name, parent, type) values   ('2 X 11 KAYU TANAM,'1306','KECAMATAN');"
13.05.16,Patamuan,13.05,1306,PATAMUAN,"insert into region (name, parent, type) values   ('PATAMUAN,'1306','KECAMATAN');"
13.05.17,Enam Lingkung,13.05,1306,ENAM LINGKUNG,"insert into region (name, parent, type) values   ('ENAM LINGKUNG,'1306','KECAMATAN');"
13.06.01,Tanjung Mutiara,13.06,1307,TANJUNG MUTIARA,"insert into region (name, parent, type) values   ('TANJUNG MUTIARA,'1307','KECAMATAN');"
13.06.02,Lubuk Basung,13.06,1307,LUBUK BASUNG,"insert into region (name, parent, type) values   ('LUBUK BASUNG,'1307','KECAMATAN');"
13.06.03,Tanjung Raya,13.06,1307,TANJUNG RAYA,"insert into region (name, parent, type) values   ('TANJUNG RAYA,'1307','KECAMATAN');"
13.06.04,Matur,13.06,1307,MATUR,"insert into region (name, parent, type) values   ('MATUR,'1307','KECAMATAN');"
13.06.05,IV Koto (Ampek Koto),13.06,1307,IV KOTO (AMPEK KOTO),"insert into region (name, parent, type) values   ('IV KOTO (AMPEK KOTO),'1307','KECAMATAN');"
13.06.06,Banuhampu,13.06,1307,BANUHAMPU,"insert into region (name, parent, type) values   ('BANUHAMPU,'1307','KECAMATAN');"
13.06.07,Ampek Angkek (IV Angkat Candung),13.06,1307,AMPEK ANGKEK (IV ANGKAT CANDUNG),"insert into region (name, parent, type) values   ('AMPEK ANGKEK (IV ANGKAT CANDUNG),'1307','KECAMATAN');"
13.06.08,Baso,13.06,1307,BASO,"insert into region (name, parent, type) values   ('BASO,'1307','KECAMATAN');"
13.06.09,Tilatang Kamang,13.06,1307,TILATANG KAMANG,"insert into region (name, parent, type) values   ('TILATANG KAMANG,'1307','KECAMATAN');"
13.06.10,Palupuh,13.06,1307,PALUPUH,"insert into region (name, parent, type) values   ('PALUPUH,'1307','KECAMATAN');"
13.06.11,Palembayan (Pelembayan),13.06,1307,PALEMBAYAN (PELEMBAYAN),"insert into region (name, parent, type) values   ('PALEMBAYAN (PELEMBAYAN),'1307','KECAMATAN');"
13.06.12,Sungai Pua (Puar),13.06,1307,SUNGAI PUA (PUAR),"insert into region (name, parent, type) values   ('SUNGAI PUA (PUAR),'1307','KECAMATAN');"
13.06.13,Ampek Nagari (IV Nagari ),13.06,1307,AMPEK NAGARI (IV NAGARI ),"insert into region (name, parent, type) values   ('AMPEK NAGARI (IV NAGARI ),'1307','KECAMATAN');"
